,question,answer,category,table_id
366,Which country did Emma Miskew was represented in 2017 World Curling Championships?,Canada,curling,291
367,At what competition did Emma Kathryn Miskew most recently receive a medal?,Scotties Tournament of Hearts,curling,291
368,When did Emma Kathryn Miskew first win a medal in the World Curling Championships?,2013,curling,291
369,What was the age when Emma Miskew was appeared in 2018 Olympic Games?,Age of 29,curling,291
370,How many medals did Miskew the first year she had a number one CTRS ranking?,3,curling,291
371,How many years are between Miskew's gold medal at the Canada Winter Games and her gold medal at the Canadian Olympic Curling Trials?,10,curling,291
372,In what city did Miskew win a medal the year of her 30th birthday?,Sydney,curling,291
373,How old was Emma Kathryn Miskew when she made her first Hearts appearance?,22,curling,291
374,How many gold medals won by Emma Miskew was represented for Ontario from 2007?,Four,curling,291
375,What year started Alexandra Boltasseva's longest streak for getting an award each year start?,2017,scientist,315
376,When did Alexandra Boltasseva win her first award?,2008,scientist,315
377,"What year did Alexandra Boltasseva, win her first award?",2008.,scientist,315
378,How old was Boltasseva when she won Young Elite-Researcher Award from the Danish Councils for Independent Research?,30,scientist,315
379,How old was Alexandra Boltasseva when she won her first award?,30,scientist,315
380,How many years were between Boltasseva's award for  Fellow of the Materials Research Society and Fellow of The Optical Society?,6,scientist,315
381,In what year did Boltasseva win the most awards?,2013,scientist,315
382,"What year did Alexandra Blotasseva, gain the MIT Technology Review Top Young Innovator, award?",2011.,scientist,315
383,What was the most recent award won by Alexandra Boltasseva?,Fellow of the Materials Research Society,scientist,315
384,How many years after getting the 2001 Innovative Teaching Grant - Intel Corporation did Aude Gemma Billard get The Outstanding Young Person in Science and Innovation award?,2 years,scientist,321
385,How many years are between Billard's award for The Outstanding Young Person in Science and Innovation and Innovative Teaching Grant?,2,scientist,321
386,What award did Billard receive the same year she  was Nominated as Member of SATW?,Nominated for Outstanding Women in Academics SNSF,scientist,321
387,How many years ago did Aude Gemma Billard was got award for Fellowship Medicus Foundation?,23 Years ago (1999),scientist,321
388,What was the age when Aude Gemma Billard was received the award Member of SATW?,Age of 45,scientist,321
389,What award did Aude Gemma Billard get when she was 44 years old?,King-Sun Fu Best Transactions Paper Award,scientist,321
390,How old was Aude Gemma Billard when nominated as a member of SATW?,45 years,scientist,321
391,How old was  Aude Billard when she was Nominated as Member of SATW?,45,scientist,321
392,How many awards did Aude Gemma Billard  was received since 1990?,8 Awards,scientist,321
393,How many years was Hulk Hogan active as a wrestler?,35,wrestling,339
394,How many years ago did Linda Hogan was debut his wrestling career?,45 years ago (1977),wrestling,339
395,What year did Hulk Hogan become an actor?,1982,wrestling,339
396,How old was Hulk Hogan when he married Linda Hogan?,30 years old,wrestling,339
397,"Which is greater, the number of Hulk Hogan's divorces or nephews?",divorces,wrestling,339
398,How many years was Hulk Hogan a wrestler when he started acting?,five,wrestling,339
399,From which year did Linda Hogan became the actor?,1982,wrestling,339
400,How many years did Hulk Hogan actively wrestle?,35 years,wrestling,339
401,Who was the other half of Hulk Hogan in 2000?,Linda Hogan,wrestling,339
402,What was Jeffrey Epstein occupation?,financier,person,340
403,At what age did Jeffrey Epstein get work release?,55,person,340
404,Approximately how long after being apprehended did Jeffrey Epstein die by suicide?,1 month,person,340
405,How old did Jeffrey Epstein turn the year he was apprehended?,66,person,340
406,How many months after being apprehended did Jeffrey Epstein commit suicide?,one,person,340
407,How many years after his first penalty was Jeffrey Epstein apprehended?,11 years,person,340
408,How old was Epstein when he was apprehended?,66,person,340
409,"How many days did Jeffrey Epstein alive after he was apprehended on uly 6, 2019?",35 days,person,340
410,How many days after Epstein was apprehended was the mugshot photo taken ?,3,person,340
411,What year was Jeffrey Epstein apprehended?,2019,person,340
412,How long after his arrest did Epstein die?,1 month,person,340
413,How old was Jeffrey Epstein when he was apprehended in 2019?,66 years old,person,340
414,At what age was Jeffrey Epstein apprehended?,66,person,340
415,How many days before his death was Jeffrey Edward Epstein apprehended?,35 days,person,340
416,How did Jeffrey Epstein die?,hanging,person,340
417,How old was Jeffrey Edward Epstein at the time of his 13 months penalty?,55 years,person,340
418,How many days after Jeffrey Edward Epstein's apprehension was his final mugshot taken?,3 days,person,340
419,How old was Jeffrey Epstein was convicted in 2008?,55 Years,person,340
420,What are the criminal charges against Jeffrey Epstein convicted in 2008?,Procuring an underage girl for prostitution; sex trafficking,person,340
421,What year was Jeffrey Epstein first convicted of sex trafficking?,2008,person,340
422,Where was Jeffrey Epstein born?,New York City,person,340
423,What was Nicki Minaj given birth name in 1982?,Onika Tanya Maraj,musician,347
424,How old was Nicki Minaj when she married Kenneth Petty in 2019?,37 years old,musician,347
425,For how many years was Nicki Minaj with her second partner?,3,musician,347
426,How long was Nicki Minaj with her first partner when she started performing?,4 years,musician,347
427,How many years has Nicki Minaj been active in her career?,18 years,musician,347
428,How old was Minaj when her career began?,22,musician,347
429,How long after Minaj's career began did she marry Kenneth Petty?,15 years,musician,347
430,How old was Nicki Minaj when she ended her partnership with Safaree Samuels?,32,musician,347
431,How many years between Nicki Minaj's relationship between Safaree Samuels and Meek Mill?,One year.,musician,347
432,How old was Nicki Minaj when she got married?,36,musician,347
433,When did Nicki Minaj break up with her first partner?,2014,musician,347
434,How much longer did Minaj's relationship with Safaree Samuels last than with Meek Mill?,12 years,musician,347
435,How many years was Paul Gauguin married to Teha'amana?,2,painter,349
436,What age did Paul Gauguin die at?,54,painter,349
437,How many times was Paul Gauguin married?,2,painter,349
438,How many years ago did Paul Gauguin die?,119,painter,349
439,At what age Paul Gauguin married Mette-Sophie Gad?,25,painter,349
440,At what age Paul Gauguin seperated Mette-Sophie Gad?,46,painter,349
441,At what age Paul Gauguin seperated Teha'amana?,45,painter,349
442,To whom was Paul Gauguin’s longest marriage?,Mette-Sophie Gad,painter,349
443,How many years was Paul Gauguin married to Mette-Sophie Gad?,21,painter,349
444,What is the Notable work by Pierre Auguste Cot in 1873?,Springtime,painter,350
445,How old was Pierre Auguste Cot when he died?,46,painter,350
446,When did Pierre Auguste Cot write The Storm?,He wrote the storm in 1880.,painter,350
447,How old was Pierre Auguste Cot at his death?,46,painter,350
448,When did Pierre Auguste Cot write Springtime?,He wrote springtime in 1873.,painter,350
449,How old was Pierre Auguste Cot when he painted The Storm?,43,painter,350
450,In what year was Pierre Auguste Cot born?,1837,painter,350
451,What is the date of birth of Pierre Auguste Cot?,17 February 1837,painter,350
452,When was Pierre Auguste Cot born?,"Pierre Auguste Cot was born on February 17, 1873.",painter,350
453,At what age did Pierre Auguste Cot finish The Storm?,43,painter,350
454,What painting did Pierre Auguste Cot finish three years before his death?,The Storm,painter,350
455,What painting did Pierre Auguste Cot finish at the age of 36?,Springtime,painter,350
456,At what age Stephen Hawking married Jane Wilde?,23,nobel,352
457,At what age Stephen Hawking divorced Jane Wilde?,53,nobel,352
458,At what age Stephen Hawking married Elaine Mason?,53,nobel,352
459,How old was Stephen Hawking when he wrote his Thesis in 1966?,24 years old,nobel,352
460,How many years ago did Stephen Hawking was died?,4 Year ago,nobel,352
461,How many awards won by Stephen Hawking in 1976?,Three,nobel,352
462,What medal did Stephen Hawking win in 1966?,Adams Prize,nobel,352
463,What year did Stephen Hawking win the Presidential Medal of Freedom?,2009,nobel,352
464,How old was Stephen Hawking when he married his first wife in 1965?,23 years old,nobel,352
465,How many years before Stephen Hawking died did he win the Copley Medal?,12,nobel,352
466,At what age did Stephen Hawking divorce his first wife?,53,nobel,352
467,How many years did Stephen Hawking and Jane Wilde was married relatioship?,30 years,nobel,352
468,How many years ago did Stephen Hawking released the Properties of Expanding Universes?,56 Years ago,nobel,352
469,What was Stephen Hawking's Thesis title he wrote in 1966?,Properties of Expanding Universes,nobel,352
470,How old was Stephen Hawking when he was awarded the BBVA Foundation Frontiers of Knowledge Award in 2015?,73 years old,nobel,352
471,At what age did Stephen Hawking win the Hughs Medal?,34,nobel,352
472,How old was Stephen Hawking when he died?,76,nobel,352
473,How many Albert Einstein Award won by Stephen Hawking from 1966-2015?,Two,nobel,352
474,At what age did Steve Jobs become active in his career?,21,person,353
475,How many years after becoming active did Steve Jobs get married?,15,person,353
476,How many children's Steven Paul jobs have?,4,person,353
477,Chrisann Brennan and Steven Paul jobs are Partner for how long?,5,person,353
478,How many years ago did Steve Jobs was died?,11 years ago,person,353
479,What is the age of Steve Jobs when married Laurene Powell​?,Age of 36,person,353
480,How many years ago did Steve Jobs presenting the iPhone 4?,12 Years ago,person,353
481,At what age did Steve Jobs marry his spouse?,36,person,353
482,Steven Paul Jobs at what age marry Laurene Powell?,36,person,353
483,At what age did Steve Jobs end his partnership with Chrisann Brennan?,22,person,353
484,How many years was Steve Jobs active in his career?,35 years,person,353
485,Steven Paul Jobs at what age marry Laurene Powell?,36,person,353
486,How many years Steven Paul Jobs and Chrisann Brennan are partners?,5,person,353
487,Steven Paul Jobs have been board member of how many companies?,2,person,353
488,How many years after first becoming active did Steve Jobs get married?,15,person,353
489,How many years was Steve Jobs in a relationship with his partner Chrisann Brennan?,5 years,person,353
490,How old was Steve Jobs when he married Laurene Powell in 1991​?,36 years old,person,353
491,At what age did Steve Jobs first have a partner?,17,person,353
492,"What is the year of his notable work ""The Gross Clinic""?",1875,painter,356
493,How old was Thomas Eakins when he died?,71,painter,356
494,What was the name of the painting that Thomas Eakins painted in 1908?,William Rush and His Model,painter,356
495,What year did Thomas Eakins paint The Gross Clinic?,1875,painter,356
496,How old was Thomas Eakins when he painted Max Schmitt in a Single Scull?,27 years old,painter,356
497,At what age his work The Agnew Clinic Clinic came?,45,painter,356
498,At what age Thomas Eakins die?,71,painter,356
499,Where was Thomas Eakins born in 1844?,"Philadelphia, Pennsylvania, United States",painter,356
500,At what age his work The Gross Clinic came?,31,painter,356
501,What was the first award that Alimuddin Zumla won?,Weber-Parkes Trust Medal,scientist,364
502,How many awards has Alimuddin Zumla won in the last ten years?,6,scientist,364
503,How old was Alimuddin Zumla when he won the 2021 EU-EDCTP Pascoal Mocumbi Prize?,66 years old,scientist,364
504,How old was Alimuddin Zumla when he won the 1999  Weber-Parkes Trust Medal?,45 years old,scientist,364
505,What year did Alimuddin Zumla win the Union Medal?,2018,scientist,364
506,What was the name of the most recent award that Alimuddin Zumla received?,EU-EDCTP Pascoal Mocumbi Prize,scientist,364
507,How old was Zumla when he won the Mahathir Science Award?,65,scientist,364
508,How long after Zumla wrote his thesis did he win the  Weber-Parkes Trust Medal?,12 years,scientist,364
509,How many years are between when Zumla won the EU-EDCTP Pascoal Mocumbi Prize and the Karolinska Institutet Science Award?,9,scientist,364
510,How many awards did he win?,4,nobel,369
511,Who did Adolf von Baeyer marry in 1868?,Adelheid Bendemann,nobel,369
512,What award did Adolf von Baeyer receive in 1903?,Liebig Medal,nobel,369
513,How old was Adolf von Baeyer when he won the Nobel Prize for Chemistry?,70 years old,nobel,369
514,At what age Adolf von Baeyer married Adelheid Bendemann?,32,nobel,369
515,At what age does Adolf von Baeyer receive Nobel Prize?,69,nobel,369
516,how many children's Adolf von Baeyer have?,3,nobel,369
517,How old was he when he won the Nobel?,70,nobel,369
518,How old was he when he got married?,33,nobel,369
519,How old was Adolf von Baeyer when he got married?,33 years old,nobel,369
520,How many years before his death did Adolf von Baeyer win the Nobel Prize in Chemistry?,12 years,nobel,369
521,How long had Adolf von Baeyer been married when he won the Davy Medal?,13 years,nobel,369
522,At what age Adolf von Baeyer married Adelheid Bendemann?,32,nobel,369
523,At what age does Adolf von Baeyer received Nobel Prize?,69,nobel,369
524,How many children's did Adolf von Baeyer have?,3,nobel,369
525,How many years before Johann Friedrich Wilhelm Adolf Baeyer's death did he win the Nobel Prize for Chemistry?,12,nobel,369
526,At what age did Johann Friedrich Wilhelm Adolf Baeyer win the Davy Medal?,51,nobel,369
527,How many years after marrying his spouse did Johann Friedrich Wilhelm Adolf Baeyer win the Liebig Medal?,35,nobel,369
528,how many spouses does Albert A. Michelson have?,2,nobel,370
529,What award did Albert A. Michelson receive in 1907?,Nobel Prize in Physics,nobel,370
530,At what age Albert A. Michelson married his first wife Margaret Hemingway?,24,nobel,370
531,How many children's does Albert A. Michelson have in total?,6,nobel,370
532,When did Albert A. Michelson marry Edna Stanton?,1899,nobel,370
533,How many children did he  have?,6,nobel,370
534,How old was he when he won the Nobel Prize?,55,nobel,370
535,What was the name of the spouse Albert A. Michelson married in 1877?,Margaret Hemingway,nobel,370
536,At what age Albert A. Michelson die?,78,nobel,370
537,How many children's does Albert A. Michelson have?,6,nobel,370
538,How many years after his divorce did Albert A. Michelson get remarried?,1 year,nobel,370
539,At what age Albert A. Michelson married his second wife Edna Stanton?,46,nobel,370
540,How old was Albert A. Michelson when he got married for the first time?,25 years old,nobel,370
541,Who was Albert A. Michelson married to when he won the Nobel Prize in Physics?,Edna Stanton,nobel,370
542,How many years between his first award and last award?,26,nobel,370
543,What MLB team did Art Wilson spend the most time playing for?,New York Giants,baseball,400
544,What year did Art Wilson play for the Cleveland Indians?,1921,baseball,400
545,How old was Art Wilson when he made his MLB debut in 1908?,23 years old,baseball,400
546,How much longer did Wilson play for the New York Giants than the Boston Braves?,3 years,baseball,400
547,How long after his last MLB appearance did Wilson die?,39 years,baseball,400
548,What was the first team in the Major League that Art Wilson played for?,New York Giants,baseball,400
549,How many years did Art Wilson play for MLB?,13 years,baseball,400
550,How many years after his MLB debut did Art Wilson play for the Pittsburgh Pirates?,8,baseball,400
551,What was Art Wilson's last year playing in the Major League?,1921,baseball,400
552,How many years did Babe Young play for MLB?,12 years,baseball,401
553,How old was Young when he made his MLB debut?,21,baseball,401
554,How many years longer did Young play for the New York Giants the second time than for the Cincinnati Reds?,2,baseball,401
555,How many years after his final MLB appearance did Young die?,35,baseball,401
556,What year did Babe Young make his MBL debut?,1936,baseball,401
557,Which team did Babe Young was represented in 1940?,New York Giants,baseball,401
558,How old was Babe Young when he began his career with MLB?,21 years old,baseball,401
559,How many years did Babe Young was played for Cincinnati Reds?,2 Years,baseball,401
560,What was the age of Babe Young When he played MLB debut?,Age of 21,baseball,401
561,How long after McCoy made his last MLB appearance did he die?,70 years,baseball,405
562,How long after making his MLB debut did McCoy play for the Philadelphia Athletics?,2 years,baseball,405
563,How old was McCoy when he made his MLB debut?,23,baseball,405
564,What was the first professional baseball team that Benny McCoy played for?,Detroit Tigers,baseball,405
565,For how many years did Benny McCoy play professional baseball?,3,baseball,405
566,How many total years did Benny McCoy for MLB?,3 years,baseball,405
567,When was the last season that Benny McCoy played professionally?,1941,baseball,405
568,How old was Benny McCoy when he made his MLB debut?,23 years old,baseball,405
569,How may years did Benny McCoy play for the Detroit Tigers?,1 year,baseball,405
570,How many years ago did Current constitution was established in Brazil?,34 Years ago (1988),country,424
571,How many years ago did Brazil was declared as republic?,133 years ago (1889),country,424
572,Who was the most Ethnic groups in Federative Republic of Brazil 2010?,White (47.73%),country,424
573,How many years were between the end of the reign of the last monarch and when Denmark-Norway was established?,14,empire,430
574,How many colors were on the Banner of the realms of the Kalmar Union?,two,empire,430
575,How long did the Kalmar Union last?,140 years,empire,430
576,Who was the first monarch to rule Kalmar Union in 1397?,Eric of Pomerania,empire,430
577,How many years did the last monarch of the Kalmar Union rule?,10 years,empire,430
578,How long after the inception of The Kalmar Union did the reign of Eric of Pomerania end?,35 years,empire,430
579,Who was the monarch during the Stockholm Bloodbath?,Christian II,empire,430
580,How many kingdoms preceded the Kalmar Union?,three,empire,430
581,How many years long was in the last reign of the Kalmar Union?,10,empire,430
582,How many Prime Ministers did the Mexican Empire have?,one,empire,433
583,How many years was José Manuel de Herrera the Prime Minister of Mexican Empire?,1 year,empire,433
584,How many months after the Plan of Iguala did the Independence of Mexico happen?,seven,empire,433
585,How many countries preceded the Mexican Empire?,one,empire,433
586,How many years did the Mexican Empire last?,2 years,empire,433
587,Who was the emperor of the Mexican Empire in 1822?,Agustin I,empire,433
588,How long after the Plan of Iguala was the Independence of Mexico?,7 months,empire,433
589,How many years was José Manuel de Herrera Prime Minister of the Mexican Empire?,1 year,empire,433
590,How many years prior to Agustin I's rule was the Plan of Iguala?,1 year,empire,433
591,How long after the French occupation of Algeria was its independence?,132 years,country,436
592,"Prior to Al Jazâ'ir, which dynasty lasted the longest?",Zayyanid dynasty,country,436
593,How many years longer was the time between  Hammadid dynasty and the Zayyanid dynasty and the Rustamid dynasty and the Zirid dynasty?,25,country,436
594,How many days after the Belarusian People's Republic formation did Belarus gain Independence from Russia?,17 Days,country,438
595,How long has Belarus been under it's current Constitution?,28 years,country,438
596,How many years were there between Independence from Russia and Independence from the USSR?,73 years,country,438
597,How much time elapsed between when Mars Express was inserted and when Beagle 2 landed?,6 minutes,space probe,452
598,How many days does Mars Express travelled in space to reach mars?,206 days travelled,space probe,452
599,How many years ago did Mars Express did Orbital insertion?,9 Years ago,space probe,452
600,How many month left the Mars Express mission duration?,7 month left,space probe,452
601,How many days did it take for Mars Express to reach Mars?,5 months 25 days,space probe,452
602,"If Mars Express begins its orbit at 10:00 am, what time will it reach the same point?",5:30 pm,space probe,452
603,"Rounding up, what was the difference in planned and elapsed time of the Orbiter Mission duration?",4 years.,space probe,457
604,How many days Chandrayaan-2 was landed in moon after launch?,46 days,space probe,457
605,How many days Chandrayaan-2 was Orbital insertion held after launch?,29 days,space probe,457
606,How many years ago did Chandrayaan-2 was launched?,3 Years ago (2019),space probe,457
607,What was the difference between planned and elapsed time of Vikramlander mission duration?,14 days,space probe,457
608,How many years longer is the orbiter's planned mission duration than it's current elapsed duration?,5,space probe,457
609,How long after the launch date was the moon lander's landing date?,2 months,space probe,457
610,Around what year would Chandrayaan-2's orbiters planned mission duration end according to the launch date?,2027,space probe,457
611,How many days did the Chandrayaan-2 passed between launch date and landing date?,46 Days,space probe,457
612,When did the Black Dog Halt first become known by that name?,8 June 1953,railway,464
613,When did the Black Dog Halt fall into disuse?,20 September 1965,railway,464
614,For how many years did Black Dog Siding operate under its original name?,90,railway,464
615,How long did Black Dog Siding remain open?,102 years,railway,464
616,What is the status of Black Dog Halt as of today?,disused,railway,464
617,When did the Black Dog Halt first operated?,3 November 1863,railway,464
618,On what date was the second opening of the Cheltenham Spa station?,7 July 1919,railway,465
619,When was the first opening of the Cheltenham Spa station?,30 March 1908,railway,465
620,How many year before the station closed for the last time was the picture taken?,7,railway,465
621,How long after originally opening as  Cheltenham Malvern Road was it renamed Cheltenham Spa Malvern Road?,17 years,railway,465
622,How many years did Cheltenham Spa station was working from re-opened in 1919?,47 Years,railway,465
623,How many years ago did Cheltenham Spa station was opened in  Malvern Road?,114 years ago,railway,465
624,What was the name of Cheltenham station in 1915?,Cheltenham Malvern Road,railway,465
625,How many years was the Cheltenham Spa station open before it closed for the first time?,9 years,railway,465
626,What events took place during the same month though different years?,closed,railway,465
627,When did AC/DC debut?,1973,musician,468
628,How long has the band AC/DC been active in the music scene?,49 years,musician,468
629,How many years has AC/DC been a band?,39,musician,468
630,Who was the label for AC/DC when they started in 1973?,Albert,musician,468
631,How many members were in AC/DC in 2009?,5,musician,468
632,How many total members has AC/DC had?,11,musician,468
633,In what country was AC/DC founded?,Australia,musician,468
634,When was  AC/DC formed?,1973,musician,468
635,How many years has AC/DC been performing?,49 years,musician,468
636,"In Which place did Percy Faith born on April 7, 1908?","Toronto, Ontario, Canada",musician,472
637,What year was Percy Faith born?,1908,musician,472
638,What year did Percy Faith die?,1976,musician,472
639,How old was Percy Faith when he died?,67,musician,472
640,In what country was Faith born?,Canada,musician,472
641,How many occupations did Faith have?,3,musician,472
642,If Percy Faith had died three month later in 1976 how old would he have been?,68 years old,musician,472
643,While at work in 1949 how old was Faith?,41 years old,musician,472
644,What year would Percy Faith have to have died to have lived to be 100 years old?,2008,musician,472
645,How old was Percy Faith when he died?,67,musician,472
646,"In Which place did Percy Faith died on February 9, 1976?","Encino, California, U.S.",musician,472
647,How long ago did Faith die?,46,musician,472
648,With which national team did Michael Owen make his most goals?,England,footballer,479
649,With which team did Michael Owen make his most goals?,Liverpool,footballer,479
650,How old was  Owen when he began is senior career?,17,footballer,479
651,How old was Michael Owen the year he went to Real Madrid?,25,footballer,479
652,How many years were there between when Owen began to play for Real Madrid and stopped playing for Manchester United?,8,footballer,479
653,What team did play for in 2012?,Stroke City,footballer,479
654,Where was Michael Owen born in 1979?,Chester England,footballer,479
655,How many more years did Owen play for Liverpool than Newcastle United?,4,footballer,479
656,How long did Michael Owen senior career last?,17 years,footballer,479
657,What was the most recent team that Draško Nenadić has played for?,RK Crvena zvezda,handball,492
658,How old was Draško Nenadić when he started playing for the national team?,22,handball,492
659,How many professional clubs has Nenadić played for?,11,handball,492
660,For how many teams did Nenadićplay for in 2018?,Two,handball,492
661,For how many years did Draško Nenadić play with his first team?,3,handball,492
662,What is the nationality of Draško Nenadić in 2010?,Serbian,handball,492
663,Who was Nenadić longest tenured with?,RK Crvena zvezda,handball,492
664,What is the player number of Draško Nenadić in 2022?,5,handball,492
665,Which club did Draško Nenadić was played in 2009?,RK Crvena zvezda,handball,492
666,How many times before 2020 has Emilie Hegh Arntzen won a medal in the European Championships?,2,handball,493
667,When was the first time that Emilie Hegh Arntzen won a medal in the European Championships?,2014,handball,493
668,When was the last time that Emilie Hegh Arntzen has won a medal in any competition?,2021,handball,493
669,How many gold medals won by Emilie Hegh Arntzen in European Championship from 2014?,Three,handball,493
670,Which country did Emilie Hegh Arntzen was represented in 2016 Olympic Games?,Norway,handball,493
671,What senior club did Hegh Arntzen play for the year she won a bronze medal at the Olympic Games?,Byåsen HE,handball,493
672,How many years are between Arntzen's gold medal at the Croatia/Hungary	European Championship and her gold medal at the Spain World Championship?,7,handball,493
673,How old was Arntzen when she began to play for her first senior club?,16,handball,493
674,When was the last time that  Emilie Hegh Arntzen received a medal in the World Championships?,2020,handball,493
675,What competition did  Emilie Hegh Arntzen receive their first medal at?,Youth European Championship,handball,493
676,In what year did  Emilie Hegh Arntzen receive their last medal?,2021,handball,493
677,Which club did Emilie Hegh Arntzen was played in 2015?,Byåsen HE,handball,493
678,How many years did Emilie Hegh Arntzen was played for Byåsen HE from 2014?,3 Years,handball,493
679,Which country did Emilie Hegh Arntzen was represented in 2016 Olympic Games?,Norway,handball,493
680,How old was Arntzen when she began playing for CSM București?,27,handball,493
681,What team did Arntzen play for the year she won a bronze medal at the Youth World Championship?,Gjerpen IF,handball,493
682,How many years separate Arntzen's most recent gold medal and her earliest gold medal?,7,handball,493
683,How many gold medals won by Emilie Hegh Arntzen in European Championship from 2014?,Three Gold medals,handball,493
684,How many years longer did Hasanefendić manage Switzerland than VfL Gummersbach?,3,handball,503
685,Which team did Sead Hasanefendić was managed in 2020?,ThSV Eisenach,handball,503
686,What was the age when Sead Hasanefendić was worked as manager for GWD Minden in 2013?,Age of 65,handball,503
687,What was the second to last team that Sead Hasanefendić was managing?,VfL Gummersbach,handball,503
688,How many years did Sead Hasanefendić was worked as manager for Switzerland team from 1980?,6 Years,handball,503
689,How old was Hasanefendić when he managed his first team?,31,handball,503
690,What was the first team that Sead Hasanefendić managed?,Yugoslavia?,handball,503
691,How longer after Hasanefendić stop managing RK Metaloplastika did he begin managing his current team?,38 years,handball,503
692,What team did Sead Hasanefendić most recently manage?,ThSV Eisenach,handball,503
693,What was the first team that Žarko Marković played with?,RK Jugović,handball,504
694,Which national team did Žarko Marković represented in 2021?,Qatar,handball,504
695,How many years did Žarko Marković was played for Montenegro?,Six years (2006-2012),handball,504
696,Which club team did Žarko Marković was played in 2016?,El Jaish,handball,504
697,What was the most recent team that Žarko Marković played for?,Al Rayyan,handball,504
698,What is the number of senior clubs that Žarko Marković has played on for four years?,2,handball,504
699,How many years did Žarko Marković play for Montegengro?,6,handball,504
700,What team did Žarko Marković play for in 2015?,El Jaish,handball,504
701,For how many years did Žarko Marković play for Montenegro?,7,handball,504
702,Which year did Novak Djokovic won the hat-tricks title of Australian Open?,2011-2013 and 2019-2021,tennis,509
703,How many Wimbledon titles won by Novak Djokovic from 2015?,4,tennis,509
704,Who is the President of the ATP Player Council in 2015?,Eric Butorac,tennis,509
705,What year did Novak Djokovic win his first U.S. Open?,2011,tennis,509
706,What Olympic Games did Novak Djokovic win a bronze medal?,2008 Beijing,tennis,509
707,How many Olympic Games Novak Djokovic have participated?,1,tennis,509
708,How many times he has won US Open?,3,tennis,509
709,What is the highest ranging of Novak Djokovic till now?,1,tennis,509
710,How old was Novak Djokovic when he competed in the Olympic Games?,21 years old,tennis,509
711,For how many years did Roger Federer  play professionally before achieving his highest ranking?,6,tennis,512
712,In how many Grand Slam singles tournaments did Roger Federer play in 2005?,2,tennis,512
713,How many years after turning pro did Roger Federer win a silver Olympic medal?,14,tennis,512
714,What is the number of Open Era players who have more singles career titles than Roger Federer?,one,tennis,512
715,How many more Hopman Cups has Roger Federer won than Davis Cups?,two,tennis,512
716,How many results does Roger Federer have at Wimbledon?,nine,tennis,512
717,How old was Roger Federer when he go his first Olympic gold medal?,27 years,tennis,512
718,How many years after getting the Olympic gold medal did Roger Federer get his Olympic silver medal?,4 years,tennis,512
719,At what age did Roger Federer get his highest ranking?,23 years,tennis,512
720,Between 2007 and 2012 how many times did Dario Franchitti not finish first?,twice,car driver,516
721,How many times did Dario Franchitti best finish in IndyCar Series career since 2004?,"4 Times  (2007, 2009, 2010, 2011)",car driver,516
722,How many years were between Franchitti's first race in his  IndyCar Series career and his first race in his Champ Car career?,5,car driver,516
723,What was age when Dario Franchitti won BRDC Gold Star in 2009?,Age of 36,car driver,516
724,How much longer was Franchitti's IndyCar Series career than his NASCAR Camping World Truck Series career?,9 years,car driver,516
725,Which title won by Dario Franchitti in 2010?,IndyCar Series Champion,car driver,516
726,In what other series did Franchitti achieve his best finish the same year as his best finish in the NASCAR Cup Series?,NASCAR Xfinity Series,car driver,516
727,In which NASCAR series did Dario Franchitti drive the most races?,Xfinity Series,car driver,516
728,How many years had Dario Franchitti been retired from IndyCar when he was elected to the Motorsports Hall of Fame?,7 years,car driver,516
729,How many years did Davy Jones compete in the Le Mans division?,four,racing,517
730,When was the last year that Davy Jones competed in the Le Mans division?,1996,racing,517
731,How many years did Davy Jones race the 24 Hours of Le Mans career?,4 years,racing,517
732,How many NASCAR Cup Series and IndyCar Series races combined has Davy Jones run?,8,racing,517
733,What is the number of years that Davy Jones competed in the 24 Hours of Le Mans race?,5,racing,517
734,In what year would Davy Jones have been 30?,1994,racing,517
735,What was the first division that Davy Jones competed in?,Champ Car,racing,517
736,What year did Davy Jones run his first Daytona 500 race?,1995,racing,517
737,How old was Davy Jones when he made his first Daytona 500 apperance?,31 years old,racing,517
738,How old was Gordon in his first race of his ARCA Menards Series career?,21,car driver,518
739,How many years after his debut in his Stadium Super Trucks career did Gordon win a silver medal at the Summer X Games?,2,car driver,518
740,What was age when Robby Gordon first race in NASCAR Cup Series career?,Age of 22 (1991),car driver,518
741,How many years ago did Robby Gordon won Stadium Super Trucks?,9 Years ago,car driver,518
742,How many medals won by Robby Gordon in Summer X Games from 2014?,2 Medals (1 Silver + 1 Bronze),car driver,518
743,Who is Robby Gordon sister married to?,Ryan Hunter-Reay,car driver,518
744,How many times has Robby Gordon won the Baja 1000?,3 times,car driver,518
745,How many NASCAR races did Robby Gordon win?,"NASCAR Cup career: 396 starts, 3 wins, 16 top-five and 39 top-10 finishes",car driver,518
746,How much longer was Gordon's NASCAR Xfinity Series career than his IndyCar Series career?,2 years,car driver,518
747,What was the age when Ryan Hunter-Reay won Skip Barber National champion in 1999?,Age of 19,car driver,521
748,How many major open wheel races did Hinter-Reay win altogether?,18,car driver,521
749,What was the distance in years between his first and last win on the IndyCar coruti?,10 years,car driver,521
750,How old was Hinter-Reay when he won IndyCar Rookie of the Year?,26,car driver,521
751,What team did Ryan Hunter-Reay drive for when he won his ESPNY awards?,Andretti Autosport,car driver,521
752,What team did Ryan Hunter-Reay drive for when he drove in the 2005 Hurricane Relief 400?,Rocketsports Racing,car driver,521
