,question,answer,category,table_id
367,In what year did Yom Kippur occur earliest?,2021,holiday,208
368,What things are Jews not allowed to do during Yom Kippur?,"Yom Kippur is observed for a 25-hour period, beginning at sundown, by refraining from work that is prohibited on Shabbat, plus five additional prohibitions: 1) eating or drinking; 2) bathing; 3) anointing the body with oil; 4) wearing leather shoes; and 5) sexual relations.",holiday,208
369,What prayer is prayed on Yom Kippur?,"Yom Kippur is the only day of the year when we pray Ne'ilah, the closing prayer, which is said as the sun is sinking in the west and this special day is coming to a close. Yizkor is also recited. Confession in Judaism is called Vidui (Hebrew וידוי ).",holiday,208
370,What happens in the synagogue on Yom Kippur?,"Synagogue is a critical part of Yom Kippur, offering five prayer services. During each one, the congregation confesses its sins collectively. Some attendees wear white clothing or a kittel, a white garment that symbolizes a burial shroud, the clothing of angels, and the purity of forgiveness.",holiday,208
371,What type of ritual is Yom Kippur?,"Atonement for personal sins, fate of each person is sealed for the upcoming year.",holiday,208
372,What color of lights were illuminated in San Francisco City Hall?,"Red, white and blue .",holiday,209
373,Where was the celebration for national election day in United States?,San Francisco City Hall,holiday,209
374,When was the national election day was celebrated on 2018?,November 6,holiday,209
375,What was the first Monday in November in 2018?,November 5th,holiday,209
376,What will the date of the second Tuesday after the first Monday of November have in 2023?,November 14th.,holiday,209
377,How many days difference in dates of 2023 and 2024 National Election Day ?,2 days,holiday,209
378,"What day of the week would November 1, 2021 have been?",Monday,holiday,209
379,How many days difference in dates was in the National Election Day of 2021 to its next year?,6 days,holiday,209
380,By what number of days did the National Election Day dates differ in 2022 and 2023?,1 day,holiday,209
381,How many more days until the next New Year's Eve?,171 days,holiday,210
382,How many days from Christmas is New Year's Eve?,6 days,holiday,210
383,How many days after New Year's Eve was Marguerite Martyn's sketch of a New Year's Eve celebration published?,5 days,holiday,210
384,How many Armenian churches observe Christmas in January?,three,holiday,211
385,How many days after December 25 does the Armenian Evangelical Church observe Christmas?,12,holiday,211
386,What number of different days do various churches celebrate Christmas?,4,holiday,211
387,Which church observes Christmas the latest in the winter?,Armenian Patriarchate of Jerusalem,holiday,211
388,"Which churches celebrate Christmas on the earliest day of a calendar year, whether O.S. or not?",Armenian Apostolic Church and the Armenian Evangelical Church,holiday,211
389,How many days apart does the Armenian Patriarchate of Jerusalem (non-O.S.) and the Armenian Apostolic Church celebrate Christmas?,13,holiday,211
390,How many days pass between Western Christianity's observance of Christmas and Armenian Patriarchate of Jerusalem observance?,26 days,holiday,211
391,Who celebrates Christmas last as an observance?,Armenian Patriarchate of Jerusalem,holiday,211
392,How many days pass between Western Christianity's celebration of Christmas and Most Oriental Orthodox celebration date?,14 days,holiday,211
393,What year was Good Friday observed on April 2?,2021,holiday,212
394,In 2024 what date will Good Friday be observed in the Eastern hemisphere?,May 3,holiday,212
395,How many years are the Eastern and Wester dates 7 days apart?,2,holiday,212
396,How much longer is the time between the western and eastern dates in 2021 and eastern date 2024?021 than in 2023?,21 days,holiday,212
397,"If they happened in the same year, home man days would separate the eastern date in",3,holiday,212
398,What year will Good Friday be observed on April 7?,2023,holiday,212
399,What is the day that is a week before Halloween?,October 24th,holiday,213
400,How many days would pass between Halloween in Christmas for those who observe?,55 days,holiday,213
401,"If October 23 was a Monday, what day of the week would Halloween be on?",Tuesday,holiday,213
402,What will the date of Thanksgiving be in 2024?,November 28,holiday,214
403,What date was Thanksgiving in 2021?,November 25,holiday,214
404,What day is Thanksgiving in 2023?,November 23.,holiday,214
405,What would the day of November 27th 2021 be referred to as?,Small Business Saturday.,holiday,214
406,What is the difference of days for Black Friday for 2024 and 2022?,4 days,holiday,214
407,By how many days does the dates of Black Friday differ in 2021 and 2024?,3 days,holiday,214
408,By how many days did the Black Friday dates differ in 2022 and 2021?,1 day,holiday,214
409,What day did Thanksgiving fall in 2021?,November 25,holiday,214
410,What day will Thanksgiving fall on in 2023?,November 23,holiday,214
411,What date is the third Sunday of May in 2022?,May 15,holiday,215
412,Where would find Mother's Day on the calendar?,The 2nd Sunday of may.,holiday,215
413,How often does Mother's day come around?,Once every year.,holiday,215
414,What date did Mother's day fall on in 2021?,May 9th,holiday,215
415,What date is the third Sunday of May in 2024?,May 19,holiday,215
416,What date is the first Sunday of May in 2023?,May 7,holiday,215
417,How many days after Dhanteras/Yama Deepam is Govardhan Puja/Balipratipada/Gujarati New Year?,three,holiday,216
418,How many days after Dhanteras/Yama Deepam is Bhai Dooj/Vishwakarma Puja?,four,holiday,216
419,What is the date of celebration Gujarati New Year in 2022?,October 24,holiday,216
420,When was the Lakshmi puja was celebrated in deepavali starting October 21?,3 rd of deepavali festival (October 23),holiday,216
421,For how many days is Diwali celebrated?,5 days,holiday,216
422,How many days after Dhanteras is Govardhan Puja?,3 days,holiday,216
423,What is 2 days before Govardhan Puja?,Naraka Chaturdashi,holiday,216
424,How many days in 2022 is Diwali celebrated?,five,holiday,216
425,How many days deepavali festival celebrated in october?,5 days (from october 21-25),holiday,216
426,"Other than in 2022, in what year are the Western and Eastern Easter dates 1 week apart?",2023,holiday,217
427,During how many years is the Western Easter date in April?,3,holiday,217
428,How many days were there between the Western and Eastern Easter date in 2022?,7,holiday,217
429,In which year between 2021 and 2024 was the Western Easter date the earliest?,2021,holiday,217
430,How many days apart were the Western and Eastern Easter dates in 2021?,28,holiday,217
431,How many days longer was the time between Western and Eastern Easter  dates in 2024 than in 2022,28 days,holiday,217
432,How long does Mardi Gras last 2022?,4-8 weeks,holiday,218
433,Which month celebrate the Mardi Gras in the year 2021?,16 February,holiday,218
434,In what year will Mardi Gras take place the latest in the year?,2022,holiday,218
435,When celebrated Mardi Gras?,Annual,holiday,218
436,How many days later does Mardi Gras start in 2022 vs. 2021?,5 days,holiday,218
437,What is the date start range of Mardi Gras from 2021-2024?,February 13th-March 1st,holiday,218
438,How many other big holidays and celebrations is Mardi Gras related to?,Eight,holiday,218
439,In what year will Mardi Gras happen earliest in the year?,2024,holiday,218
440,In how many years will Mardi Gras take place in February?,3,holiday,218
441,Which date was celebrated as 18 Tishrei in 2021?,23 September 2021,holiday,219
442,At what time of day does Sukkot officially start?,At nightfall,holiday,219
443,Who was the better half of Joe Biden in 1970?,Neilia Hunter,holiday,219
444,How many years after the second marriage did Joe Biden become POTUS?,44 years,holiday,219
445,What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",holiday,219
446,How long does Sukkot last?,Six days,holiday,219
447,What date does Sukkot typically fall under in a given year?,Late September to mid-October,holiday,219
448,How many days before 16 Tishrei was celebrated in 2022?,69 days ago (10 October 2022),holiday,219
449,Which date is celebrated as 20 Tishrei in 2023?,4 October 2023,holiday,219
450,How many years passed between the HMSMontrosein being ordered and commissioned?,6,ship,222
451,How many years passed before the HMSMontrosein was ordered and launched?,4,ship,222
452,How many years ago was the HMSMontrosein ordered?,34,ship,222
453,"After it launched, how long did HMSMontrosein 2005 to be commisioned?",23 months,ship,222
454,How many months passed between HMSMontrosein 2005 being laid down and launching?,21 months,ship,222
455,How long between the HMSMontrosein 2005 being ordered and it launching?,4 years,ship,222
456,How many years after the  HMSMontrose was ordered was it launced?,4 years,ship,222
457,How many decades separate when the HMSMontrose was commissioned and its refit?,2,ship,222
458,What event took place during the same month though a different year as when the HMSMontrose was ordered?,Launched,ship,222
459,What month is the middle-most month between the month the HMS Argyll was laid down and the month it was commissioned?,April,ship,223
460,How much longer was the LIFEX refit  than the Major refit?,1 year,ship,223
461,How many years before the HMSArgyll was commissioned was it laid down?,4,ship,223
462,How long after the HMSArgyll was ordered was it launched?,3 years,ship,223
463,"If you add the days of the month that the HMS Argyll was launched and laid down, what number would you get?",28,ship,223
464,How many years were between when the HMS Argyll was ordered and commissioned?,5,ship,223
465,How long after the HMSArgyll was laid down was it commissioned?,four years and two months,ship,223
466,How many years after the HMSArgyll was ordered was it launched?,two and a half,ship,223
467,How many times was the HMSArgyll refit?,two,ship,223
468,How many years does HMSAstute is service in UK Navy?,28 Years,ship,224
469,Who is the Builder of HMS Somerset Launched in 1994?,Yarrow Shipbuilders,ship,224
470,How long after the HMSSomersetin was ordered was it laid down?,9 months,ship,224
471,How many years taken to build HMS Somerset?,2 Years,ship,224
472,Which of the HMSSomersetin's refits took place 2 decades after it was ordered?,Major,ship,224
473,"How long after being laid down, did HMSSomerset launch?",2 years,ship,224
474,How long did it take for HMSSomerset to be Commisioned after being ordered?,4 years,ship,224
475,Who Sponsored HMSSomerset in 1996?,Lady Layard,ship,224
476,How many years did it take for the HMSSomersetin to be commissioned after its launch?,2,ship,224
477,How old was Fernando Alonso in the year he won the Spanish Grand Prix?,32,f1,258
478,What is the sum total of Fernando Alonso's two car numbers?,22,f1,258
479,How old was Fernando Alonso in the year he had his first entry?,20,f1,258
480,How old was Diaz in his first entry in his Formula One World Championship career?,20,f1,258
481,What year did Fernando Alonso enter the Australian Grand Prix?,2001,f1,258
482,In what other racing championships did Diaz debut during his years he debuted in the FIA World Endurance Championship career?,24 Hours of Le Mans career,f1,258
483,Where was Fernando Alonso's first Grand Prix won?,Hungarian Grand Prix,f1,258
484,What year was Fernando Alonso's last Grand Prix entry?,2022,f1,258
485,How many years were between Diaz's first win in the Formula One World Championships and his debut season in the FIA World Endurance Championship career?,15,f1,258
486,How long after Button's Formula One career began did he have his first win?,6 years,f1,259
487,What nationality is Jenson Button?,British,f1,259
488,What year did Jenson Button win his first championship?,2009,f1,259
489,How old was Jenson Button when he began his race career?,20 years old,f1,259
490,How many years did Jenson Button race?,17 years,f1,259
491,How old was Button when he began his Formula One career?,20,f1,259
492,How long after Button's last win did he end his Formula One career?,5 years,f1,259
493,At what age did Jenson Button win his last Brazilian Grand Prix?,32,f1,259
494,At what age did Jenson Button win his first Hugarian Grand Prix?,26,f1,259
495,Last entry of Jenson Button in Formula One World Championship?,2017,f1,259
496,Jenson Button made his first entry in Formula One World Championship at?,2000,f1,259
497,How many years Jenson Button has been active?,17,f1,259
498,At what age did Jenson Button become active in his career?,20,f1,259
499,How many championships did Jenson Button have?,1,f1,259
500,What was the first year Jenson Button was active?,2000,f1,259
501,At what age did Riccardo Patrese first win the Monaco Grand Prix?,32,f1,261
502,At what age did Riccardo Patrese become active in his career?,23,f1,261
503,How old was Riccardo Gabriele Patrese when he began his career?,23 years old,f1,261
504,How many years was Riccardo Gabriele Patrese active?,16 years,f1,261
505,How old was Patrese when his career began?,23,f1,261
506,How long after Patrese's firs Formula One entry was his last win?,5 years,f1,261
507,How many years passed between Riccardo Gabriele Patrese's first and last entries?,16,f1,261
508,How many years passed between Riccardo Gabriele Patrese's first and last wins?,10,f1,261
509,How long did Riccardo Gabriele Patrese compete for?,16 years,f1,261
510,How many years before his career ended was Patrese's first win?,11,f1,261
511,What year did Riccardo Gabriele Patrese compete in the Japanese Grand Prix?,1992,f1,261
512,At what age did Riccardo Patrese win the Japanese Grand Prix?,38,f1,261
513,How old was Sebastian Vettel when he won the Italian Grand Prix?,21 years old,f1,262
514,How old was Sebastian Vettel when he won the United States Grand Prix?,20 years old,f1,262
515,How many years ago did Sebastian Vettel was last won?,3 Years ago (2019),f1,262
516,At what age was his last tournament to enter the Canadian Grand Prix?,35,f1,262
517,At what age did Sebastian Vettel win his last race at the Singapore Grand Prix?,32,f1,262
518,What is the age of Sebastian Vettel when he was first entry into 2007 United States Grand Prix?,At the age of 20,f1,262
519,How many times did  Sebastian Vettel won the Championships from 2011?,3 Times,f1,262
520,What Grand Prix did Sebastian Vettel win in 2019?,Singapore,f1,262
521,At what age did Sebastian Vettel win his first Italian Grand Prix?,21,f1,262
522,How many times did Sebastian Vettel not start in an entry?,one,f1,262
523,How many years passed between Sebastian Vettel's first and last entries?,15,f1,262
524,How old was Sebastian Vettel the year he won his first championship?,23,f1,262
525,"Which is greater, the number of  Kimi Räikkönen's teams or engines?",teams,f1,344
526,At what age did Kimi Räikkönen win his first Formula One World Championship?,24,f1,344
527,How old was  Räikkönen when he began his Formula One career?,22,f1,344
528,How many years were between Räikkönen's first Formula One win and his first World Rally Championship rally?,6,f1,344
529,How much longer in total years was Räikkönen active in Formula One than in the World Rally Championship?,15,f1,344
530,What year did Kimi Räikkönen marry Jenni Dahlman?,2004,f1,344
531,At what age did Kimi Räikkönen divorce his wife?,35,f1,344
532,How long after Kimi Räikkönen's first entry did he have his first win?,two years,f1,344
533,How old was Kimi Räikkönen when he began to compete in 2001?,22 years old,f1,344
534,"Which is greater, the amount of Kimi Räikkönen's children or his stage wins?",children,f1,344
535,At what age did Kimi Räikkönen enter his first Formula One World Championship?,22,f1,344
536,How many total active years did Kimi Räikkönen compete?,17 years,f1,344
537,How old was Michael Schumacher when he won his last championship in 2004?,35 years old,f1,345
538,How many total year was Michael Schumacher active in his career?,17,f1,345
539,What event did Michael Shumacher make his final entry in 2012?,Brazilian Grand Prix,f1,345
540,What event did Michael Schumacher make his first entry in 1991?,Belgian Grand Prix,f1,345
541,Number of engines used by Michael Schumacher?,4,f1,345
542,How many Championships does Michael Schumacher have?,7,f1,345
543,Number of teams Michael Schumacher have been in?,4,f1,345
544,How many total wins did Michael Shumacher have in his career?,91 wins.,f1,345
545,What year did Michael Schumacher win his first championship?,1994,f1,345
546,How many days ExoMars did Orbital insertion after launched?,219 days after,orbitor,461
547,How many month left did ExoMars was planned in mars?,9 months left,orbitor,461
548,How many more months is the ExoMars mission planned to last?,9,orbitor,461
549,How long after the launch date of ExoMars was the Mars orbiter orbital insertion?,7 months,orbitor,461
550,"Based on the launch date, what year is the ExoMars planned to end?",2023,orbitor,461
551,How many years does ExoMars was launched?,6 years,orbitor,461
552,How much longer did Yamamoto play for Kamatamare Sanuki than Mito HollyHock?,3 years,boxing,484
553,How old was Yamamoto when his youth career ended?,18,boxing,484
554,How many total years did play in his senior career?,17 years,boxing,484
555,What year did Shohei Yamamoto begin playing for Mito Hollyhock?,2002,boxing,484
556,For how many years did Shohei Yamamoto play in the senior division?,18,boxing,484
557,When was the last year that Shohei Yamamoto played in the senior division?,2018,boxing,484
558,What was the first team that Shohei Yamamoto played for in his senior career?,Kyoto Purple Sanga,boxing,484
559,How many years after playing for Kyoto Purple Sanga did  Yamamoto play for Ococias Kyoto AC?,17,boxing,484
560,How many years did Shohei Yamamoto's youth career last?,5 years,boxing,484
561,What team in his senior career did Pillay play for when he won silver at the Hiroshima Asia Cup?,Selangor HA,hockey,485
562,How many years were between Pillay's gold medal win at the Championship Challenge and is gold at the Asian Games?,3,hockey,485
563,At what age did Dhanraj Pillay play for Indian Gymkhana?,24,hockey,485
564,At what age did Dhanraj Pillay compete in his first Asian Games/,22,hockey,485
565,At what age did Dhanraj Pillay join the National team?,21,hockey,485
566,Dhanraj Pillay played for national side for how many years?,15,hockey,485
567,Dhanraj Pillay played for Selangor HA for how long?,3 years,hockey,485
568,How many years elapsed from when Dhanraj Pillay won his first medal in Kuala Lumpur to his last in Kuala Lumpur?,four,hockey,485
569,Which competition gave Dhanraj Pillay his only bronze medal?,Asia Cup,hockey,485
570,Which team did Dhanraj Pillay play at the longest?,Selangor HA,hockey,485
571,How many Asian Games Dhanraj Pillay have participated?,4,hockey,485
572,How old was Pillay when he began his senior career?,24,hockey,485
573,How many Asia Cup games did Gagan Ajit Singh compete in?,2,hockey,486
574,At what age did Gagan Ajit Singh win a mdeal at the Asian Games?,22,hockey,486
575,How old did Gagan Ajit Singh turn the year he began his senior career?,25,hockey,486
576,How many years after Gagan Ajit Singh began to play for the national team did he medal at Hobart?,four,hockey,486
577,How many cities did Gagan Ajit Singh medal at in 2001?,two,hockey,486
578,In what year did Singh win the most gold medals in international competition?,2001,hockey,486
579,How many years before Singh played for HC Klein Zwitserland did he play for the India national team?,8,hockey,486
580,How old was Singh when he won gold in the Asia Cup?,23,hockey,486
581,At what age did Gagan Ajit Singh win a medal at the Champions Challenge?,21,hockey,486
582,How long was Dhyan Chand in an army?,34 years,hockey,524
583,How long was Dhyan Chand on a hockey team?,23 years,hockey,524
584,How many years did Dhyan Chand win gold medals in the Olympics?,3,hockey,524
585,What age was Dhyan Chand when he won his first gold medal in the 1928 Olympics?,23 years old,hockey,524
586,How old was Dhyan Chand when he won his final gold medal in the 1963 Olympic games?,31 years old,hockey,524
587,How many gold medals did Dhyan Chand win while he played with British India?,3,hockey,524
588,How many years after Dhyan Chand's hockey career ended did his military career end?,7,hockey,524
589,How many years after Dhyan Chand joined the military did his hockey career begin?,4,hockey,524
590,How many gold medals did Dhyan Chand's hockey team win?,three,hockey,524
591,how many years Sachin Tendulkar played for national side?,24,cricket,526
592,what was the age of Sachin Tendulkar when he played his last one day match?,39,cricket,526
593,how many total one day international matches Sachin Tendulkar played?,463,cricket,526
594,How many years was Sachin Tendulkar a part of the national side?,24,cricket,526
595,How many years was Sachin Tendulkar a part of parliament?,six,cricket,526
596,How many years did Sachin Tendulkar play for Mumbai?,25 years,cricket,526
597,How many 10 wickets in match did Sachin Tendulkar have?,zero,cricket,526
598,Who did Sachin Tendulkar play for in 1992?,Yorkshire,cricket,526
599,How old was Sachin Tendulkar when he joined team Mumbai?,15 years old,cricket,526
600,How old was Bradman in his test debut?,20,cricket,527
601,How long after his last test did  Bradman die?,53 years,cricket,527
602,Don Bradman played his last test at the age of?,40,cricket,527
603,How many year Don Bradman played for National side?,20,cricket,527
604,Don Bradman made his first Test debut at his age?,20,cricket,527
605,At what age did Don Bradman play for his second domestic team?,27,cricket,527
606,How many years between Don Bradman's last test before he died?,52,cricket,527
607,How old did Don Bradman turn the year he made his international test debut?,20,cricket,527
608,How old did Don Bradman turn the year he had his last international test?,40,cricket,527
609,Which domestic team did Don Bradman play for the year he turned 30?,South Australia,cricket,527
610,Which team did Bradman play for during his test debut?,New South Wales,cricket,527
611,At what age did Don Bradman play for the National side?,20,cricket,527
612,How old was Brian Lara when he played on Team Trinidad and Tobago?,18 years old,cricket,528
613,What year did Brian Lara join Team Transvaal?,1992,cricket,528
614,How many years after joining the international team did Brian Lara join the domestic Warwickshire team?,4,cricket,528
615,How old was Brian Lara when he joined West Indies international team?,21,cricket,528
616,Against which country was Brian Lara's Test debut in 1990?,Pakistan,cricket,528
617,At which age did Brian Lara play his Last ODI?,36,cricket,528
618,At which age did Brian Lara play for Southern Rocks?,41,cricket,528
619,How long did Brian Lara play on Team Trinidad and Tobago?,21 years,cricket,528
620,How many domestic teams did Brian Lara play on in 1995?,3,cricket,528
621,What professional team was Eddy Merckx on when he won the gold at the World Championships in Heerlen?,Peugeot–BP–Michelin,cycling,635
622,How old was Eddy Merckx when joined his first professional team?,20,cycling,635
623,What was the color medal of all his World championship wins?,Gold,cycling,635
624,At which age did Eddy Merckx win 34 individual stages at his last Tour de France?,30,cycling,635
625,At which age did Eddy Merckx win gold at the 1964 World Championships?,19,cycling,635
626,What year did Eddy Merckx win his first gold in the World Championships?,1964,cycling,635
627,How old was Eddy Merckx when he began his professional career?,20 years old,cycling,635
628,What year did Eddy Merckx go professional?,1965,cycling,635
629,How many years were between Merckx first general classification win and his last Combination classification win at the Tour de France?,5,cycling,635
630,What sport did Jacques Anquetil participate in?,track on field,cycling,636
631,What was the first professional team that Jacques Anquetil played on?,La Perle,cycling,636
632,How many times did Jacques Anquetil was participated the Stage race in Paris-Nice?,"5 times (1957, 1961, 1963, 1965, 1966)",cycling,636
633,How old was Jacques Anquetil when he began riding professionally?,23 years old,cycling,636
634,What year did Jacques Anquetil begin riding professionally?,1953,cycling,636
635,What medal did Jacques Anquetil win in the 1952 Helsinki Olympics?,Bronze,cycling,636
636,What is the first word on Jacques Anquetil's shirt?,FORD,cycling,636
637,How old did Jacques Anquetil turn the year he medaled in Helsinki?,18,cycling,636
638,In how many cities did Jacques Anquetil medal at?,two,cycling,636
639,What is the interval between Jacques Anquetil's first and last medaling?,14 years,cycling,636
640,How many years ago did Jacques Anquetil was died?,35 years ago,cycling,636
641,What was the professional team did Jacques Anquetil was represented in 1968?,Bic–Hutchinson,cycling,636
642,What was the age when Roger De Vlaeminck won the Vuelta a España 1984?,At the age of 37,cycling,637
643,How many medals won by Roger De Vlaeminck in World Championships from 1974?,3,cycling,637
644,What year did Roger De Vlaeminck win the gold medal in the World Championships?,1975,cycling,637
645,How old was Roger De Vlaeminck when he won the Tour De France in 1970?,23 years old,cycling,637
646,At what age did Roger De Vlaeminck win the Vuelta a España?,37 years,cycling,637
647,What team did Roger De Vlaeminck represent five years after Dreher?,Brooklyn,cycling,637
648,At what age did Roger De Vlaeminck wub gus first World Championships gold medal?,28 years,cycling,637
649,Which professional team did Roger De Vlaeminck was participated in 1975?,Brooklyn,cycling,637
650,Which World Cup did Roger De Vlaeminck win a silver medal?,1974 Bera,cycling,637
651,What medal did Chris Ciriello win in the 2014 World Cup?,Gold,hockey,670
652,What medal did Chris Ciriello win the th 2012 London Olympics?,Bronze,hockey,670
653,How old was Chris Ciriello when he married Heidi Ciriello?,25,hockey,670
654,During what year did Ciriello win the most overall gold medals?,2014,hockey,670
655,What team did Ciriello play for the year he won the bronze at the London Olympics?,Punjab Warriors,hockey,670
656,How many times was Chris Ciriello married before he joined Punjab Warriors?,1,hockey,670
657,How many Champions Trophies did Chris Ciriello win before he won an Olympic medal?,1,hockey,670
658,How many Commonwealth Games medals did Chris Ciriello win after he won an Olympic medal?,1,hockey,670
659,How old was Chris Ciriello when he competed in the 2012 London Olympics?,27 years old,hockey,670
660,What was the last year the Jorge Lombi won a gold medal in the Pan American Games?,2007,hockey,680
661,How old was Lombi when won gold at the Pan American games?,24,hockey,680
662,In what year did Lombi win the most gold medals in international games?,2007,hockey,680
663,How many years were between Lombi's gold in Alexandria and Mar del Plata?,10,hockey,680
664,How many major gold medal did Jorge Lombi win in 2007?,2,hockey,680
665,How old was Jorge Lombi  when he won a Champions Challenge bronze medal?,30,hockey,680
666,How old was Jorge Lombi when he won the Pan American Games in 1995?,24 years old,hockey,680
667,Which Pan American Games did Jorge Lombi win the silver medal?,1999 Winnipeg,hockey,680
668,How many more Pan American Games gold medals does Jorge Lombi have than Champions Challenge gold medals?,1,hockey,680
669,How many Gold Medals has Luke Doerner earned?,seven,hockey,686
670,How many medals did Luke Doerner win in 2008,2,hockey,686
671,What medal was his first?,Gold medal 2006 Commonwealth Games,hockey,686
672,What Olympic Games did Luke Doerner attend?,2008 Beijing,hockey,686
673,How many Gold Medals has Luke Doerner earned in Melbourne?,two,hockey,686
674,What year did Luke Doerner win gold at the World Cup?,2010,hockey,686
675,How many medals did Luke Doerner win in 2010?,2,hockey,686
676,Where did Luke Doerner win a gold medal in 2006 Commonweath Games?,Melborne,hockey,686
677,How many more silver medals than bronze has Luke Doerner earned?,one,hockey,686
678,How many years after the operation of Fatah ended did Iraq remain an ally?,5,terrorist orgnization,711
679,Who was the largest country that was an opponent during the time period of Fatah – The Revolutionary Council?,USA,terrorist orgnization,711
680,How many total years was Iraq an ally of Fatah – The Revolutionary Council?,17 years,terrorist orgnization,711
681,Who were the allies of the Fatah – The Revolutionary Council in two separate time periods?,Iraq,terrorist orgnization,711
682,How long after the operation of Fatah began did Syria become an ally?,5 years,terrorist orgnization,711
683,How many more years was Libya an ally than Iraq was during the 70's?,2 years,terrorist orgnization,711
684,How many years ago did Liberation Tigers of Tamil Eelam was started?,46 Years ago,terrorist orgnization,712
685,How many years ago did Liberation Tigers of Tamil Eelam was defeated?,13 Years ago (2009),terrorist orgnization,712
686,How many years did Liberation Tigers of Tamil Eelam was active in sri lanka?,33 years,terrorist orgnization,712
687,How many years after the Islamic Republican Party was formed was it dissolved?,eight,political party,930
688,How many years after the Islamic Republican Party was formed did it become part of the Grand Coalition?,one,political party,930
689,How many coalitions was the Islamic Republican Party a part of in 1979?,one,political party,930
690,What was the national affiliation the year the party was founded?,Islamic Coalition,political party,930
691,How many days after the Islamic Republican Party was dissolved?,3026 days,political party,930
692,How many years Grand Coalition after Islamic Republican Party was founded ?,1 Year (1980),political party,930
693,How long after the Islamic Coalition was the party dissolved?,8 years,political party,930
694,How many years ago  Islamic Republican Party was Founded?,43 Years ago,political party,930
695,How many years after the Islamic Republican Party was founded was Grand Coalition the national affiliation?,1,political party,930
696,How many years ago did Indian National Congress was established?,136 years ago,political party,931
697,How many states and union territories not in government by Indian National Congress in 2022?,26 States,political party,931
698,How many members of Parliament (MPs) representing Indian National Congress in 2022?,89 (53+36),political party,931
699,How many seats does Rajya Sabha and Lok Sabha have combined in 2022?,89,political party,931
700,"At the end of this year, how long ago was the Indian National Congress founded?",137 years.,political party,931
701,How many ideologies were there in 2022 in Indian National Congress?,Four,political party,931
702,How long after being founded as Birlik was the political party founded as Ada?,7 years,political party,932
703,How much time was there from when Birlik was founded and Adal was dissolved?,9 years.,political party,932
704,How long had Adal been known as Birlik before it changed it's name in 2020?,7 years,political party,932
705,How many years after its initial founding as Birlik was Adal dissolved?,9,political party,932
706,How many years after Birlik was founded again as Adal was it dissolved?,2,political party,932
707,What was the original name of Adal when originally founded in 2013?,Birlik,political party,932
708,How many months did it last as Adal?,17 months,political party,932
709,What name was Adal known as in 2017?,Birlik,political party,932
710,Who was the Chairman of Adal before April of 2022?,Serik Sultangali,political party,932
711,How old was the Communist Party of the Soviet Union when it had over 19 million members?,71 years,political party,933
712,How old was the Communist Party of the Soviet Union when it became affiliated with Comintern?,one year,political party,933
713,How old was the Communist Party of the Soviet Union when it stopped being affiliated with Cominform?,38 years,political party,933
714,When was the Communist Party of the Soviet Union founded?,8 March 1918,political party,933
715,What was the International affiliation the year after the party was founded?,Comintern,political party,933
716,How many years more was Bloc of Communists and Non-Partisans the national affiliation than Cominform was the international affiliation?,43,political party,933
717,When did the Communist Party of the Soviet Union end?,6 November 1991,political party,933
718,How many members of the Young Pioneers were there in 1989?,"19,487,822",political party,933
719,How long after the party was founded  did Bloc of Communists and Non-Partisans become the national affiliation?,18 years,political party,933
720,Who is the founder of Communist Party of the Soviet Union in 1918?,Vladimir Lenin,political party,933
721,How many years ago did Communist Party of the Soviet Union banned?,31 years ago (1991),political party,933
722,How long did Comintern organization was in russia?,24 years,political party,933
723,How long did it take for Hurricane Gaston to form and then dissipate?,7 days,cyclone,957
724,Over the course of how many months did Hurricane Gaston function?,2,cyclone,957
725,For how many days was Hurricane Gaston over the water?,3,cyclone,957
726,When was Hurricane Gaston on the land?,after August 29,cyclone,957
727,What year did Hurricane Gaston form?,2004,cyclone,957
728,What hurricane season did Hurricane Gaston form in?,2004,cyclone,957
729,How long did Hurricanes Ivan last as a storm?,23 days,cyclone,958
730,What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,cyclone,958
731,Who was Joe Biden married to when he was first elected to the Senate?,Unmarried,cyclone,958
732,At what age does Joe Biden join the democratic political party?,27,cyclone,958
733,Which areas affected in hurricane?,"Windward Islands , Trinidad and Tobago, Venezuela, Barbados, Jamaica, Hispaniola, Grand Cayman, Cuba, Yucatan Peninsula, Eastern United States, Florida, Alabama, most of the United States Gulf Coast, and Atlantic Canada",cyclone,958
734,What is hurricane damage cost?,$26.1 billion,cyclone,958
735,Which year hurricane started?,2004,cyclone,958
736,How many major territories did Ivan hit in it's path?,11,cyclone,958
737,How many people died of any cause related to Ivan?,124,cyclone,958
738,What level hurricane was Ivan?,"In its Tropical Cyclone Report, Hurricane Ivan, 2- 26 September 2004 (NHC, 16 December 2004, Revised 6 January 2005), the NHC categorized Hurricane Ivan as a Category 3 hurricane, as measured by the Saffir-Simpson Hurricane Scale.",cyclone,958
739,which date was formed Hurricane Ivan at peak intensity in the Yucatán Channel ?,"September 2, 2004",cyclone,958
740,How strong was Hurricane Ivan?,Category 5 Hurricane (SSHWS),cyclone,958
741,How long was the second liberation army around for?,8 years,proxy war,974
742,How many years did the Chadian Civil War last?,14 years,proxy war,974
